marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
AU,13048798,R1NPBXS6WZBOZA,B0092UELR2,561602901,Apache OpenOffice 3.4.1,Digital_Software,5,0,1,N,Y,Five Stars,Great!,2015-08-28
AU,16936289,R3US21MHIZEP0I,B009G6SJC0,605935410,Adobe Acrobat XI Standard,Digital_Software,3,0,0,N,Y,While the differences between Standard and Professional may seem minimal ...,"While the differences between Standard and Professional may seem minimal, they are serious in use. It's the little things that you know Adobe can do, but then learn only &#34;Professional&#34; can do. Batch processing (IIRC), redaction, that other thing I tried recently.<br /><br />That said, scanning from Acrobat seems gets the smallest file sizes. It works well on what it does.",2015-08-28
AU,13105962,RG4L2IR4U2FRB,B00MHZ71G2,8655796,Norton Security with Back Up,Digital_Software,1,2,5,N,Y,One Star,Apparently this software is not compatible with Windows 10 or Yosemite. Hence the reduced price.,2015-08-28
AU,9359097,R2QAM3JFVPOE4J,B00H9A60O4,608720080,Avast Free Antivirus 2015 [Download],Digital_Software,1,0,0,N,Y,One Star,will not work with windows 10,2015-08-28
AU,115398,R1YOD0QN69YG8N,B00HG0460M,176069741,Microsoft 8.1 Upgrade,Digital_Software,5,0,0,N,Y,Five Stars,successfully upgraded my surface 3,2015-08-28
AU,49655126,R3Q4AEC2T9RUKN,B00U7LCE6A,106182406,CCleaner Free [Download],Digital_Software,3,1,2,N,Y,Three Stars,took up too much space on computer,2015-08-28
AU,43177735,RNA9UG2HE520X,B00IT6GTN4,477271932,"Advanced SystemCare 7 Pro, 1 Year / 1 PC [Download]",Digital_Software,4,2,2,N,N,Great program with reservations.,"I have been using this program for years. I have subscribed to the pro version for the last 2 years.<br />Advanced System is now ASC 8 not 7.<br />Advanced System Care Pro (or the free version) is a stand alone program. But there are also downloadable (free) add ons that are useful to excellent. These add ons are downloadable through ASC.<br />Some observations I will share.<br />(1) Considering the entire program and all the bits and pieces its a great program with some serious reservations.<br />Its a great program for the everyday computer user to clean up the computer in one step/operation.<br />It does do a great job cleaning up system files. Never had an issue causing system problems from using it.<br />But my reservations:<br />(1) It seems that iObit is always trying to add programs. Programs like their Malware fighter, which I find next to worthless as compared to Malwarebytes. You have to be careful as these programs will slip on to the computer. Now these programs are NOT bad per say and can be very helpful. Driver Booster is an example of an outstanding add on  program  to update all your drivers. I highly recommend this program.<br />(2)  But the issue I have is that some of these programs  want to run in the background. There is no real need for this. It will just slow down the computer, especially if you are doing intensive demands on it. The faster the processer/ more Ram  the less of a problem this is.<br />You will need to turn these programs off under settings on each of them, You have to uncheck &#34;load at system start up&#34; so they do not boot up initially. You will also have to turn them off after use. Especially if you do not reboot your computer daily.<br /><br />I would have no problem with awarding 5 stars if these 2 issues were addressed by iObit.<br />(1) Do not run on start up is the default settings. The user can turn on if they choose.<br />  Actually Norton 360 and Malwarebytes are the only programs that I run in the background.<br />(2) Stop the add on programs without full disclosure, such as a pop up, asking the customer if they want to add this program to their computer.<br />  Saying downloading is not enough.  They can always be deleted thru  add/ remove programs or programs and features (windows 10).<br /> These programs running in the background, especially all the add on programs can slow your computer down.<br /><br />That said I do like ASC 8 a lot. But It does take some persistence to stay on top of these two issues. A novice might have problems with these items.  If you land up with all these add ons running in the background it could slow things down.",2015-08-28
AU,43812500,R3UQY8P3F3FDGY,B00NMPZCH6,985055699,Photoshop Elements & Premiere Elements 13,Digital_Software,4,0,1,N,Y,Four Stars,Has a few bugs with Windows 8.,2015-08-28
AU,15474496,RUWVFGLIZ1CN7,B002NH5TTA,256243386,Miracle LED 7 Watt Repellent Light,Home Improvement,5,0,0,N,Y,Five Stars,Great Product and Fast Shipping!  Thank you.,2014-11-19
AU,2466929,R2O2DDHLASONFI,B00KXPHF46,933964958,10 PCS High Quality G4 Base LED Light Bulb Lamp 1.5 Watt AC DC 12V Cool White 90 Lumen Led Bulb,Home Improvement,1,2,2,N,Y,1/10 of a Star for extremely awful!,The lights are very bad design and fire hazard. The heat got trapped inside the silicone and caused the light to heat up and draw more current and finally burn-out.<br />I would not recommend these LED lights to anyone. I should give 1/10 of a Star for extremely awful!,2014-11-19
AU,1737931,R1TNX8TL716FWI,B003BIGD72,202915124,GE WB44K10005 Oven Bake Heating Element,Home Improvement,5,0,0,N,Y,Five Stars,Great fit perfect,2014-11-19
US,42820898,R6ITS0OXQOSV0,B000MFA1GG,943580424,KOHLER Devonshire Robe Hook,Home Improvement,5,0,0,N,Y,Robe/towel hook,"a perfect compliment to our other Devonshire bathroom fixtures. I installed it inside our shower, and it looks great!  Really easy installation, too.",2014-11-19
CA,52736459,R2I83VUNMTMJ3C,B005BP9NTS,637879697,"Royal Cove 558733  Mushroom Shaped Ceiling Fixture, Brushed Nickel, 8 In.",Home Improvement,5,1,1,N,Y,Great Product,"Easy to install, exactly as depicted.",2014-11-19
CA,31696310,R3JZXWTEEOPOPW,B00283U4US,86564618,Sears Craftsman 139.53628 Remote Aftermarket Replacement: Stinger 81lm,Home Improvement,5,0,0,N,Y,Easy to program,Worked perfectly! Easy to program.,2014-11-19
CA,37554368,R1W8V5M79NKRRX,B00H59JOK6,502222731,Pelonis HF-0020T Fan-Forced Heater for Small Room,Home Improvement,4,2,3,N,N,this would be about what it sounds like. works well to provide instant heat for a ...,"this heater is not quiet.  it isn't an unpleasant noise, but it is loud.  imagine a small desk fan running on high.  works well to provide instant heat for a single room.  i would choose an oil filled radiant heater for a room that i wanted to heat over a long period of time.  i was surprised by the fact that it does not have a tip over switch.  apparently, it shuts itself off if it detects an overheat situation.  the plastic housing only gets slightly warm to the touch.",2014-11-19
CA,13319057,R2270KBSCFP121,B00065W8G8,529245838,"StoneTech BPSS4-1G BulletProof Stone Sealer, 1-Gallon Container",Home Improvement,5,14,15,N,Y,Seal the grout or regret it later.,It's been 3yrs and grout is still clean. I compared it to my previous house where I did not seal the grout. Sealed the grout before we move in when the house was new. Still looks white. Worth the work and time applying it. Make sure to seal grout because it is so hard to clean it even professional cleaning.,2014-11-19
CA,15322001,R3S8SVMHJ9EQVP,B004K58WVA,246133033,"Progress Lighting P4460-20 Flirt Four Light Chandelier, Antique Bronze Finish with Opal White Glass",Home Improvement,5,1,1,N,Y,Five Stars,"Great chandelier light, extremely fast delivery, thank you!",2014-11-19
CA,13533459,R2S5ZMUASJ261U,B00ADX2XJK,430187046,"Vinyl Fence Double Gate Kit - White (Vinyl Gate Hinges, Latch and Drop Rod)",Home Improvement,4,0,0,N,Y,Awesome quality. The latch mechanics is better then any ...,Awesome quality. The latch mechanics is better then any you will find in the big box stores. The hinges are definitely sturdy but unfortunately this set is not the self closing hinges like I though. The drop rod is also good quality but only complaint is that I had to grind off one of the tabs to get it to easily lift up. Easy fix but seems to have been a design flaw.,2014-11-19
CA,23281698,R3SJLT8O0G16T5,B00C0YT816,273304236,American DJ 48 Inch UV Black Pro Black Light Dorm Party Light Fixture (2 Pack),Home Improvement,3,2,2,N,Y,not the brightest bulbs in my sockets,"My complaint is that these are not very bright. I have another 48&#34; backlight that uses a GE bulb and it is brighter than both of these combined together. The bulbs on these are pretty small. Other than that they are fine. I use these as more of accent lights, than the main source of backlight due to the relatively low output they provide.",2014-11-19
CA,794420,RCGF705V35BHW,B00NQ05PA6,147374735,Home Screw Mounted Door Stop Plunger Rubber Plunge Stopper Doorstop,Home Improvement,1,3,3,N,Y,One Star,after I installed it the mechanism broke,2014-11-19
CA,23038583,RVWMAJ1AO4TV4,B001ACLXOE,934754803,Full Spectrum Fluorescence Bulb 5500k Daylight 50watt 2800 Lumens Photography Photo Video Steve Kaeser Photographic Lighting,Home Improvement,1,0,0,N,Y,One Star,Not one of the 50 Watt bulbs worked. All 10 bulls in the shipment were defective.,2014-11-19
CA,20853737,R23U7UNJ8D4VTJ,B000HEC3V8,79053326,Arrowhead PK1430 Air-Vent Vacuum Breaker Assembly for 420BFP and 450BFP Frost Free Hydrant Series,Home Improvement,5,0,0,N,Y,Too bad my outdoor faucet broke last winter,"Too bad my outdoor faucet broke last winter, but this replacement did the trick. I was sent an incorrect item the first time out, but the seller quickly and gladly replaced the item.  Took me only a few minutes to get the spigot up and running again.  Hardest item was figuring how to unscrew the broken plastic inside assembly, but using a screwdriver laterally to &#34;unscrew&#34; the jagged (broken) top worked!  Hope I don't need another next Spring!",2014-11-19
CA,794316,R3L8ZE1L00K1M9,B0002Z1GG0,583341797,G.E. Refrigerator Crisper Cover,Home Improvement,5,0,0,N,Y,This crisper is better than the one that came with the fridge,This crisper is better than the one that came with the fridge.  Thanks so much for an excellent product and speedy service.,2014-11-19
CA,15191803,R32VAWG6N3EU3J,B001J4ZOAW,89587582,Metro ED500 DataVac 500-Watt 120 volt 0.75-HP Electric Blower Duster,Home Improvement,5,0,0,N,Y,Cleaned my consoles well,"Cleans out electronics really well. I used it on my PS3 and PS4 and more dust came out than I would like to admit. The cord is a generous length and they give you a lot of attachments to get the job done. Its a bit of an investment, but I hate using canned air to clean electronics because you feel that you should conserve as much as possible and may not thoroughly clean the unit. You can go all day with the DataVac and feel pretty confident in the results. Also, you can use this to clear out the small crevices in your car interior trim or any small space. Its a good tool to have around, and will likely prolong the life of your electronic equipment.<br /><br />PS: Some people may be confused of its function because the name is DataVac. It does not vacuum up dust, it shoots out air like computer duster.",2014-11-19
CA,38141005,R2QCUUOSSFSIBA,B004DNWVPM,890807520,Whirlpool W10311524 AIR1 Refrigerator Air Filter,Home Improvement,5,0,0,N,Y,Five Stars,Filter was really easy to install.  just popped right in.,2014-11-19
CA,2163603,R3V6H4GSOM5J7X,B005EHHLD8,801656310,"Triangle Bulbs Ultra Bright White LED Waterproof Flexible Strip Light, T93007-1 (1 pack) - 25 wattvolt, 16.4 feet, Pure White - 1 PACK",Home Improvement,5,0,0,N,Y,Five Stars,"Good quality! Clear, even output and great bang for the money.",2014-11-19
CA,51502905,RUNU6G9U99IU0,B000LDL90G,989930098,Pelican Repl Lamp Versabrite Versabrite Lite,Home Improvement,5,0,0,N,Y,Five Stars,very happy,2014-11-19
CA,36042157,R356670FW4MZVW,B004GGH57A,200535544,American Fluorescent Curved Profile Wall Bracket,Home Improvement,4,0,0,N,Y,The light was an excelent replacement for a look alike that had aged and ...,"The light was an excelent replacement for a look alike that had aged and yellowed. This light was advertised that the bulb was included . It was not , I purchased two and did not receive bulbs in either. So buy your bulds and save a trip to the store.",2014-11-19
CA,8358057,R10DJNL0O5XDMG,B00005202U,231849821,"M-D Building Products 2097 Low Density Foam Tape, 3/8-by-1/2-Inch-by-17 Feet, Gray",Home Improvement,5,0,0,N,Y,Five Stars,Works great and does stick good.,2014-11-19
CA,43407579,R2B1BP1IWW5L3Y,B00F4S1ZOI,407877724,G7 Power G7BR20727D BR20 Dimmable LED Light Bulb,Home Improvement,5,0,0,N,Y,Perfect bulb,"Bulbs are exactly what I wanted.  They are bright, with a soft white and dim to a pleasant level of calm light. Love the bulbs.",2014-11-19
CA,12664593,R30I2J8L9DGQY1,B0067UPMMI,471499246,"Filter ACE+ Replacement Water Filter, 2-Pack",Home Improvement,4,0,0,N,Y,Four Stars,Use these filters in my Samsung refrigerator and they work marvelously,2014-11-19
CA,27895907,R11GMQGTHOG7VA,B00JBT6F3W,256649428,"Science Purchase 78GOPRO33 Generic Accessory Kit for GoPro HERO3+, GoPro HERO3, GoPro HERO2 and GoPro HERO Cameras",Home Improvement,5,1,1,N,Y,Five Stars,excellent,2014-11-19
CA,14423315,RIT4XI07HZ2RE,B0037NXKYK,989925769,"Leviton 120-Volt Compact Automatic Reset Right Angle GFCI, RoHS Compliant, Black",Home Improvement,5,0,0,N,Y,Five Stars,Worked perfect as a replacement on my Hot tub!! Easy to install.,2014-11-19
CA,38259655,R67ENUIG3QKV5,B0016PWK5G,204877387,"Table Legs Set of 4, Black",Home Improvement,5,0,0,N,Y,Highly recommended seller.  Exactly as described.,Legs worked great to make a table from an old desk.  Thanks!,2014-11-19
CA,38251329,R2NWG11XGYHCB0,B008RRXN9I,110036286,jdr E27 Base Bulb for Dacor Hood 110-130V 50W Halogen Replacement,Home Improvement,1,0,0,N,Y,One Star,"It was an eighth on an inch short - not just from this source, but from everyone.",2014-11-19
CA,48466530,R3W54FAVA6SPY6,B002TOKR4E,369478008,Stack-On GCDB-924 10-Gun Double-Door Steel Security Cabinet,Home Improvement,3,35,36,N,N,Great Cabinet But Inadequate Packaging,"Just received my 10 gun double door security cabinet today. Overall, the cabinet itself is great and fits my needs perfectly. It has plenty of storage room, is very easy to assemble, and has a beautiful gloss black finish. As far as security, it is just as the title states, a security cabinet. While secure enough to keep kids out or keep an &#34;honest man&#34; honest, it won't however slowdown a determined &#34;crack-head&#34;! If you need something to suit those needs then you should look into an actual safe. As other reviewers have stated, the plastic barrel standoffs are mounted a bit high in the cabinet for any carbine style rifle but this is easy to correct for any handyman.<br /><br />Now onto the reason behind my 3 star rating (Stack-On, PAY ATTENTION)... I did a lot of research on this cabinet via other websites to see end user reviews on not only this cabinet but also on other models. Those sites included Amazon, Home Depot, Lowes, and of course Google. On every site that I visited the majority of all complaints that I viewed were from SHIPPING DAMAGE! I figured people were just receiving cabinets damaged by your average adolescent package handler or forklift operator... That is until I received mine! After it arrived I looked the exterior packaging over and it was in perfect condition. No tears, rips, or even obvious wrinkles in the cardboard. Once the flimsy packaging was removed it was a whole different story. The upper right front facing corner of mine was crushed, just above the right hand door. I was able to straighten it to some extent but it is still obvious and I am unhappy with that aspect as it is highly visible. After looking at how they were packed from the manufacturer I now understand what others are complaining about. Stack-On... THE PACKAGING IS NOTHING SHORT OF INADEQUATE TO PREVENT EVEN THE SLIGHTEST DAMAGE OCCURRENCE! To anyone thinking of purchasing a cabinet....The cabinets are great when used for their intended purpose but, make sureyou thoroughly check it with the delivery driver present! Chances are it will be damaged regardless of how good the exterior cardboard looks! As for me.. If I can't see it in a store before purchasing... I won't be ordering another one!",2014-11-19
CA,22773835,RK6C9WNL041T0,B007JY8UDO,62831840,RoomMates RMK1838SCS Spongebob Skaters Peel and Stick Wall Decals,Home Improvement,2,0,0,N,Y,"These Wall Decals forgot the ""Stick""",Started falling off the wall within two hours of application.  I applied a different set of SpongeBob decals at the same time and they have not fallen off  Disappointing.,2014-11-19
CA,16927287,R1GV7TBVW8NG6,B003ES5TM4,138968811,"Olympia Tool 85-010 Grand Pack-N-Roll Portable Tool Carrier, Black",Home Improvement,5,0,0,N,Y,Happy Buyer,"I purchased two Pack-N-Roll Mesh Rolling Carts and every time I use them which is every week, people ask where I purchased them. They are light weight and made very well. Folds up easily and I can pull or push them with ease even when fully loaded.",2014-11-19
CA,3197544,R15VNXG40LTM0R,B00N1S7K7O,853389644,InnoGear® Waterproof Solar Powered LED Lights Security Night Light Wall Lamp Lighting for Outdoor Barn Backyard Fence Garden Garage Deck Posts Trees Steps,Home Improvement,3,0,4,N,Y,Three Stars,"Phisically checked, not teted yet. Seems ok",2014-11-19
CA,43697728,R1B3F8WDIQ1Q8A,B001L40UJA,35637206,VITASHOWER SF-2000 Vitamin-C Shower Filter,Home Improvement,1,2,2,N,Y,Terrible,"Don't waste your money!  Leaks uncontrollably despite repeated attempts to tighten.  Also, left orange stains on white tile and grout which can't remove to-date.",2014-11-19
CA,47065945,R1KUQEQ2LRO79H,B00OHSXNI2,202244275,Southern Hills Black Cabinet Drawer Pulls - 4 Inch Screw Spacing - Pack of 5 - Cabinet Handles Hardware SHKM010-BLK-5,Home Improvement,5,0,1,N,Y,Together they look great on our new oak cabinetry,"We ordered this and the Southern Hills Square Black Cabinet Knobs.  Together they look great on our new oak cabinetry.  They feel solid, as well.  Our granite is mostly black.  Combined with these knobs, the look is really nice.",2014-11-19
CA,31584367,R3KNDMV9N0BCMG,B0053F8D1U,429474513,Whirlpool 4392067 Repair Kit for Dryer,Home Improvement,4,0,0,N,Y,Fit my needs just fine. No issues,Fit my needs just fine.  No issues. Truly a cost savings.  1/3 of the cost of all the parts separately.,2014-11-19
CA,44207505,R1MRZJGHZQC8AT,B007558TOC,564988611,Ginkgo 3380036 Window Film,Home Improvement,5,0,0,N,Y,Five Stars,"great, very good, I love it",2014-11-19
CA,40485729,R2Y5EF5CIUB06B,B0058DQLPW,976347861,"Rinnai RL94iN Natural Gas Tankless Water Heater, 9.4 Gallons Per Minute",Home Improvement,5,1,1,N,Y,Love it plenty of hot water to completely fill 85 ...,"Love it plenty of hot water to completely fill 85 gal jacuzzi  tub<br />I have mine set for 140 degrees, no kids at home",2014-11-19
CA,14944377,R3DNNBU7C7H19,B005IQTSE0,370029818,"Plastic Transfer Pipettes 3ml, Graduated, Pack of 100",Home Improvement,5,0,0,N,Y,I needed something for science and art classes. These ...,I needed something for science and art classes.  These work very well and for the price you can't beat it!,2014-11-19
CA,32728570,R334CYM57L39K1,B00LBZ0W06,434153751,4x Panasonic Battery - CR1616 3V 3 Volt Lithium Coin Size Battery,Home Improvement,5,0,0,N,Y,Five Stars,No comment.....,2014-11-19
CA,29323454,R2LYNAHTHNDQTG,B002CQ4NVM,930748931,TOTO Drake II 2-Piece Toilet with Elongated Bowl and Sanagloss,Home Improvement,4,3,3,N,Y,Four Stars,Very easy installation. Use very little water. It flushes every time. No residue remain. Just a bit pricey.,2014-11-19
CA,13264028,R1JP5VFW4RG7O1,B00C4Q0CKG,391434448,uxcell 100A Car Battery Test Clip Alligator Clamp,Home Improvement,5,0,0,N,Y,Five Stars,great,2014-11-19
CA,43841932,R3D8A01DD3FMQA,B003B6JC4A,226971576,LASCO 06-9101 Angle Stop Add-A-Tee Adapter 3/8-Inch Female Compression X 3/8-Inch Compression X 1/4-Inch Compression,Home Improvement,5,0,0,N,Y,Five Stars,Quick and easy way to add a tee for a dishwasher that wasnt there previously,2014-11-19
US,14977457,R1VZ18FC3NXZUS,B009UD51U2,837379652,"Showerdoordirect 12COBS36 Frameless Shower Door Bottom Sweep with Drip Rail, 36-Inch",Home Improvement,5,0,0,N,Y,Arrived very quickly and is of good quality. I was able to install it in ...,Arrived very quickly and is of good quality.  I was able to install it in my shower after trimming to exact size without any difficulty.,2014-11-19
US,15356897,R3VYB5DWECOU5,B0043D3ANE,787429510,Joy Bidet C-1. Cold Water. Non-Electric. Toilet Attachment. (Now with Braided Metal Hose),Home Improvement,5,0,0,N,Y,This bidet is a true joy to own and use,"This has been one of the best purchases I've ever made.  The bidet is not very hard to install, the price is fantastic, and it is so wonderfully simple to use!  Just turn the dial, and a cleansing stream of cold water will greet you with surprisingly strong force; I've never had to turn the dial even close to half-power.  The only downside is that you won't want to use a toilet anywhere else :), and now my handheld travel bidet seems very weak in comparison.  Take your time with the installation, and browse through the reviews here for helpful tips if have any difficulty or confusion; all toilets are not created the same. I've had this bidet for a couple of years now, and it has held up fine so far.  It's so addictive that Mom wants to keep mine, so I had to buy another one for myself this year!",2014-11-19
US,41356450,R5E0R1AQPENEA,B000HJBEJ0,268737628,Westinghouse Two-Light Flush-Mount Interior Ceiling Fixture,Home Improvement,5,1,1,N,Y,Good price! I bought 4 of these,Looks much pricier than it really is.  Good price!  I bought 4 of these!,2014-11-19
US,41634327,R2KD9AHL7W12YE,B003E69GRK,908036997,Rohl 39-1/2-Inch by 18-1/2-Inch by 10-Inch Deep Shaws Rutherford Plain Apron Front Fireclay Kitchen Sink,Home Improvement,5,3,3,N,Y,"Beautiful, high quality.  First one received was broken, but vendor replaced it immediately","This sink is absolutely beautiful.  The first one was delivered in pieces, but the seller immediately sent us a replacement and everything worked out well.  This is a high quality sink and it certainly shows.  We had hoped to install the garbage disposal in the small sink side; however, it didn't work out for us.  If that's what you want to do, make certain your disposal unit will fit on the small side.",2014-11-19
US,13673664,RLWUJQQH1P4WS,B007SIV8M6,501499886,"Starpower LED - High Performance 15-watt Br30 LED Indoor Flood Light Bulb by Brightech - Dimmable, Warm-white Color, High Brightness, with Visual Comfort Lens for Enhanced Color and Reduced Glare",Home Improvement,4,0,0,N,Y,great bulb. a bit big.,this is a great bulb but it was a tiny bit big for our fixture. had to &#34;modify&#34; the fixture and then it fit right in.,2014-11-19
US,25916322,RA6E07JIIPAWC,B002NWXVJK,989361695,"CLEANFLO 8810, Pull Out Kitchen Faucet, 1 or 3 Hole Installation, High 11.5 INCH-Arc Spout, 1 Handle, 2 Spray Settings, Advanced Polymer Materials, Lead-Free, Non Corrosive, Chrome Finish",Home Improvement,4,1,1,N,Y,but works great for camper replacement,"Kinda cheap plastic, but works great for camper replacement.",2014-11-19
US,17972726,RGRY704LGGUJE,B0057Y5LP8,351100061,Nature Power 40050 Solar Powered PowerPak with 2 Super Bright LED Lights,Home Improvement,1,1,1,N,Y,I charge it for 4 sunny days with out using ...,"I charge it for 4 sunny days with out using the power pack, when I used it after it was supposed to be fully charge, lights only lasted on for less than 10 minutes , I got robbed in braud daylight!",2014-11-19
US,10060387,R35SLLM0GGF1Y2,B001W6Q4TM,395203170,"SuperSliders Self-Stick Furniture Sliders for Carpeted Surfaces (4 Piece), 2-1/8"" Round, Tan",Home Improvement,5,0,0,N,Y,Five Stars,works good,2014-11-19
US,42603836,RA1T5HI2NV3SP,B00K22FBT6,323076151,"Genuine Lightning Vapes Kanthal 22 Gauge AWG D Wire 25ft Roll 0.64 mm , 1.31 Ohms/ft Resistance",Home Improvement,5,0,0,N,Y,Five Stars,Perfect,2014-11-19
US,33989992,R1L06N9VKOYYDI,B00JRPVQ3O,565880649,US Calendar 2017,Mobile_Apps,1,1,2,N,Y,One Star,did not have holidays,2015-02-21
US,23757801,R1COIMZ8F8T3LK,B005ZXWMUS,607278579,Netflix,Mobile_Apps,2,0,0,N,Y,Two Stars,Great,2015-02-21
US,6316686,R1J3Q58LURXVWV,B00HG1N4RW,155659254,CBS,Mobile_Apps,5,0,0,N,Y,Five Stars,"I am hooked on NCIS, all of them.....",2015-02-21
US,45513151,R3IPGE72T5ZVUK,B00DOIBYYG,854850572,Vine,Mobile_Apps,5,0,1,N,Y,#lovevines,I love vines a lot and this app is good if you like vines like me😇😇😇😇😇😇😇😇😇💜💜💜💜💜💜💜💜💜💋💋💋💋💋💋💋💋💋💖💖💖💖💖💖💖💖💖💕💕💕💕💕💕💕💕💕💞💞💞💞💞💞💞💝💝💝💝💝💝💞,2015-02-21
US,45097334,R739GBLER8NHJ,B00MY9VE8C,534100209,Paperama,Mobile_Apps,5,0,0,N,Y,Awsome!,"This game is really fun, even though it is a bit hard sometimes. I love it! It's really worth getting it if you like origami. It's really virtual origami paper.",2015-02-21
US,14941313,R3GWN15O0VQYQ2,B00GUG227C,620129822,Doodle Numbers - addictive puzzle game,Mobile_Apps,5,0,0,N,Y,challenging fun,Fun gets tougher as yougo,2015-02-21
US,6989923,R1KMBXP773JAM3,B00TQYW3Q0,331643291,Voice Recorder,Mobile_Apps,2,0,0,N,Y,voice recorder,U shouldn't get this app it is hard u can't even find the record button u want to get it it is your choice!,2015-02-21
US,18896680,R300YUKIJHLR5K,B0058EBNAO,905458703,"eWeather HD with Future Radar, Alerts and Air Quality",Mobile_Apps,5,0,0,N,Y,Awesome App that is used to plan my weekend fishing ...,"Awesome App that is used to plan my weekend fishing trips since i live on the coast and tides come into play. Also gives me the pressures and lets me keep a log of what times, tides, and pressure has the best fishing action.",2015-02-21
US,41274578,R2C8K0V1ZTH5R6,B00J5DPW8S,75976228,SuperVPN Free VPN Client,Mobile_Apps,1,0,0,N,Y,no heading,removed,2015-02-21
US,15024345,R21A5RITBWN9OB,B00P4AVA78,347769574,"Adventure Escape: Murder Manor (Mystery Room, Doors, and Floors Detective Story!)",Mobile_Apps,5,0,0,N,Y,great game,great game!,2015-02-21
US,385242,R79EGX7E6EWC1,B00R83WRCQ,911554957,Zombie,Mobile_Apps,1,1,1,N,Y,One Star,I don't think that the game is really a fun and easy to play.,2015-02-21
US,37475572,R1PRIZUJSHTSXN,B00QW8TYWO,828652896,Crossy Road,Mobile_Apps,5,0,0,N,Y,fun!,"This app is addictive, fun, and challenging. They have unique funny characters and they will do many things!",2015-02-21
US,2207328,R9EAT1CAPFDAQ,B00AOA9BL0,62621211,XFINITY TV Go,Mobile_Apps,3,0,0,N,Y,Good but freezes,The app keeps crashing when I'm watching a show or freezes up. Please fix. Good  app otherwise and a lot of variety.,2015-02-21
US,6398628,R53YGTP1ULORX,B008IXP8IU,889708120,7 Little Words,Mobile_Apps,5,0,0,N,Y,Enjoyed,Enjoyed very much! Learn new words!,2015-02-21
US,24985406,R2NLNMKGNZ3CG0,B00L0T4VL4,852807399,Jigsaw Puzzles Epic,Mobile_Apps,5,0,0,N,Y,I love that it can be adjusted from very easy to ...,I love that it can be adjusted from very easy to piece together to more difficult.  Great for all ages and abilities.,2015-02-21
FR,26675141,R3BR6XNBM3RD4T,B00CQ5C6FO,758239993,Flick Golf! Free,Mobile_Apps,4,0,0,N,Y,Four Stars,fun game,2015-02-21
FR,29835972,R3RLW857WU35ZZ,B00KY7PEAA,203431969,Game of War - Fire Age,Mobile_Apps,5,1,1,N,Y,Five Stars,Addicting as crap,2015-02-21
FR,32317240,R2Z7196QU9SC8V,B00N28818A,838378762,Amazon Prime Video,Mobile_Apps,5,0,0,N,Y,This is Wonderful,My husband like this a great deal,2015-02-21
FR,32466804,R1FHSAOG3SCP6H,B0051UP5NQ,2686360,OfficeSuite Professional,Mobile_Apps,5,0,0,N,Y,Great for mobile office,Love that I can do what I need to from my cell. For work and home,2015-02-21
FR,9292476,RP7PTQJUMSHDB,B0093QQAEM,200339603,Free Movies Now Pro,Mobile_Apps,2,0,0,N,Y,poor,I thought it was going to be better poor quality and everything old,2015-02-21
FR,4654739,R3N3QBW0OOAXDR,B00EF5YHFA,956604011,The Chase,Mobile_Apps,5,0,0,N,N,the chase,"Great, as good as the tv show",2015-02-21
FR,26280826,RNY0OP3H0YMA,B00FIW5BZE,808283001,Mahjong Epic,Mobile_Apps,3,0,0,N,Y,mixed feelings,"I like the game. I don't like how my Kindle HD 8.9 becomes sluggish and unresponsive after playing this game for a while, requiring reboot.",2015-02-21
FR,2942061,RREOMGLJFXTCT,B00SIC3E3M,853232542,The Mystery of Haunted Hollow,Mobile_Apps,5,1,1,N,Y,mystery of haunted hollow game,Challenging and interesting game. I loved it.,2015-02-21
FR,2957086,RAXALFQBCZ2LL,B00KMX5V8G,723085334,Farm Heroes Saga,Mobile_Apps,5,0,0,N,Y,So much fun!,"This is so fun, a little addicting though, and I not really a game person.",2015-02-21
FR,19351209,R2HM6NKHMJI6UX,B00GC6MOLE,849948251,Mystery Collection - Hidden Object Game FREE,Mobile_Apps,5,0,0,N,Y,Five Stars,Liked the game,2015-02-21
FR,51560564,R2C8QLPUQ7ZWYT,B004QIXY00,4124692,Rudolph the Red-Nosed Reindeer,Mobile_Apps,4,1,1,N,Y,Okay,Okay,2015-02-21
FR,2885839,R3GEWZ15770TBY,B00E5NH6YG,704162811,Lifetime,Mobile_Apps,1,0,0,N,Y,One Star,Can't get it to work with Dish.,2015-02-21
FR,40418968,R2AR8VS1CLK4GL,B00H4R71H2,711845589,Nav for Google Maps,Mobile_Apps,2,0,0,N,Y,Two Stars,Will not load my route from NH to Florida.,2015-02-21
FR,14663972,R6CTC39PRHQ0J,B00IIY2DP0,888483214,Episode - Choose Your Story,Mobile_Apps,5,1,1,N,Y,seriter,I enjoy but I agree it's such a long wait from story to story,2015-02-21
FR,19871785,R3W0PKWV1NC4IZ,B00SHV617K,314851800,The Island Castaway: Lost World®,Mobile_Apps,4,0,0,N,Y,So far so good...,"I'm only part way through the game but it's intriguing so far.  I hope the blending of all these storylines and characters makes for a great resolution in the end, so I'll continue playing!",2015-02-21
FR,36918952,R34VHSQ3HVYC8,B00L0T4VL4,852807399,Jigsaw Puzzles Epic,Mobile_Apps,2,0,0,N,Y,not easy to use,"Fair, not easy to use.",2015-02-21
